"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"P001","Internet i comunicacions","WiFi BCN","429182.082","4587007.167","429090.163","4586806.189","2.151323","41.429691","Torre Jussana - Centre de Serveis a les Associacions","07","42","Horta-Guinardó","la Clota","Av Cardenal Vidal Barraquer, 30","932564118"
"P001","Internet i comunicacions","WiFi BCN","430294.385","4585269.336","430202.456","4585068.374","2.164834","41.414137","Punt de connexió Barcelona WiFi a la cruïlla del carrer Camèlies amb França","07","33","Horta-Guinardó","el Baix Guinardó","C Camèlies, 101",""
"P001","Internet i comunicacions","WiFi BCN","430927.521","4581215.209","430835.584","4581014.284","2.172872","41.377678","Centre Cívic Drassanes","01","01","Ciutat Vella","el Raval","C Nou de la Rambla, 43","934412280"
"P001","Internet i comunicacions","WiFi BCN","427028.2","4584015.977","426936.3","4583815.027","2.125909","41.402558","Punt de connexió Barcelona WiFi a la cruïlla del Pg. de la Bonanova amb carrer de Pomaret","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Pg Bonanova, 70",""
"P001","Internet i comunicacions","WiFi BCN","428937.87","4582256.318","428845.952","4582055.384","2.148959","41.386881","Espai de Gent Gran de l'Esquerra de l'Eixample","02","09","Eixample","la Nova Esquerra de l'Eixample","C Rosselló, 78*80","934108265"
"P001","Internet i comunicacions","WiFi BCN","427014.799","4583579.651","426922.899","4583378.705","2.125801","41.398627","Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb carrer Pau Alcover","05","24","Sarrià-Sant Gervasi","les Tres Torres","Via Augusta, 320",""
"P001","Internet i comunicacions","WiFi BCN","428707.218","4580994.906","428615.302","4580793.984","2.146349","41.3755","Punt de connexió Barcelona WiFi a la cruïlla del carrer de Béjar amb carrer de la Creu Coberta","03","15","Sants-Montjuïc","Hostafrancs","C Béjar, 1",""
"P001","Internet i comunicacions","WiFi BCN","431115.254","4585540.007","431023.317","4585339.042","2.174625","41.416646","Punt de connexió Barcelona WiFi a la cruïlla de la Ronda del Guinardó amb el carrer San Quintí","07","35","Horta-Guinardó","el Guinardó","Rda Guinardó, 118",""
"P001","Internet i comunicacions","WiFi BCN","428387.831","4579273.015","428295.917","4579072.109","2.142734","41.359963","Casal de Gent Gran La Capa","03","13","Sants-Montjuïc","la Marina de Port","C Alts Forns, 84*86","934216976"
"P001","Internet i comunicacions","WiFi BCN","426571.402","4583368.626","426479.506","4583167.682","2.120523","41.396686","Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Josep Vicenç Foix amb Trinquet","05","23","Sarrià-Sant Gervasi","Sarrià","Av J V Foix, 76",""
"P001","Internet i comunicacions","WiFi BCN","429952.662","4585212.301","429860.736","4585011.339","2.160753","41.413594","Punt de connexió Barcelona WiFi a la cruïlla de la Plaça de Sanllehy amb Sardenya","06","30","Gràcia","la Salut","Pl Sanllehy, 1",""
"P001","Internet i comunicacions","WiFi BCN","428268.061","4583533.366","428176.15","4583332.42","2.140797","41.398323","Punt de connexió Barcelona WiFi a la cruïlla del carrer Amigó amb Via Augusta","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Amigó, 86",""
"P001","Internet i comunicacions","WiFi BCN","427994.199","4581229.587","427902.29","4581028.663","2.137796","41.37755","Punt de connexió Barcelona WiFi a la cruïlla del carrer Santa Caterina i el Passeig de Sant Antoni","03","18","Sants-Montjuïc","Sants","Pg Sant Antoni, 39",""
"P001","Internet i comunicacions","WiFi BCN","428877.496","4587927.849","428785.58","4587726.862","2.147569","41.437957","Parc del Laberint d'Horta","07","40","Horta-Guinardó","Montbau","Pg Castanyers, 1","010"
"P001","Internet i comunicacions","WiFi BCN","427348.91","4582181.795","427257.007","4581980.862","2.129965","41.386068","Punt de connexió Barcelona WiFi a la cruïlla del carrer de Joan Güell amb Joaquim Molins","04","19","Les Corts","les Corts","C Joan Güell, 210",""
"P001","Internet i comunicacions","WiFi BCN","428954.095","4581364.084","428862.177","4581163.158","2.149258","41.378847","Punt de connexió Barcelona WiFi a la cruïlla dels carrers Vilamarí amb carrer Aragó","02","09","Eixample","la Nova Esquerra de l'Eixample","C Vilamarí, 61",""
"P001","Internet i comunicacions","WiFi BCN","428616.338","4584029.991","428524.424","4583829.041","2.144904","41.402827","Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb carrer del Francolí","05","27","Sarrià-Sant Gervasi","el Putxet i el Farró","C Balmes, 316",""
"P001","Internet i comunicacions","WiFi BCN","430887.811","4580860.836","430795.875","4580659.914","2.172438","41.374483","Jardins de les Tres Xemeneies","03","11","Sants-Montjuïc","el Poble-sec","Av Paral.lel, 49","010"
"P001","Internet i comunicacions","WiFi BCN","432726.455","4586553.016","432634.503","4586352.041","2.193789","41.425906","Biblioteca La Sagrera-Marina Clotet","09","61","Sant Andreu","la Sagrera","C Camp del Ferro, 1*3","933408675"
"P001","Internet i comunicacions","WiFi BCN","429043.338","4583807.889","428951.42","4583606.94","2.150038","41.400865","Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb Madrazo","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Via Augusta, 91",""
"P001","Internet i comunicacions","WiFi BCN","429308.559","4583522.041","429216.638","4583321.095","2.153244","41.398314","Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb Travessera de Gràcia","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Via Augusta, 57",""
"P001","Internet i comunicacions","WiFi BCN","431267.777","4584161.318","431175.838","4583960.366","2.176606","41.404242","Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb carrer Lepant","02","06","Eixample","la Sagrada Família","C Mallorca, 436",""
"P001","Internet i comunicacions","WiFi BCN","431075.162","4584728.904","430983.225","4584527.946","2.174237","41.409337","Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Gaudí amb el carrer Indústria","02","06","Eixample","la Sagrada Família","C Indústria, 155",""
"P001","Internet i comunicacions","WiFi BCN","430340.545","4586400.95","430248.615","4586199.977","2.165256","41.424333","Casal de Barri Font d'en Fargues","07","36","Horta-Guinardó","la Font d'en Fargues","C Pedrell, 67*69","934 205 941"
"P001","Internet i comunicacions","WiFi BCN","429950.836","4583404.539","429858.909","4583203.594","2.16094","41.397312","Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb carrer Còrsega","02","07","Eixample","la Dreta de l'Eixample","C Pau Claris, 189",""
"P001","Internet i comunicacions","WiFi BCN","431058.03","4581427.2","430966.092","4581226.273","2.174409","41.379598","Unitat Territorial de la Guàrdia Urbana del Districte de Ciutat Vella - Oficina de Recepció de Denúncies","01","01","Ciutat Vella","el Raval","C la Rambla, 43","092"
"P001","Internet i comunicacions","WiFi BCN","428703.912","4582001.963","428611.996","4581801.031","2.146191","41.38457","Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Rosselló","02","09","Eixample","la Nova Esquerra de l'Eixample","C Rocafort, 227",""
"P001","Internet i comunicacions","WiFi BCN","430029.81","4581025.364","429937.882","4580824.441","2.16216","41.37589","Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb carrer Parlament","02","10","Eixample","Sant Antoni","C Viladomat, 21",""
"P001","Internet i comunicacions","WiFi BCN","430894.182","4583777.216","430802.247","4583576.267","2.172181","41.40075","Punt de connexió Barcelona WiFi a la cruïlla del carrer Nàpols amb carrer Provença","02","07","Eixample","la Dreta de l'Eixample","C Nàpols, 243",""
"P001","Internet i comunicacions","WiFi BCN","430717.533","4585162.288","430625.6","4584961.326","2.169909","41.41321","Punt de connexió Barcelona WiFi a la cruïlla de la Ronda del Guinardó amb Castillejos","07","33","Horta-Guinardó","el Baix Guinardó","Rda Guinardó, 74",""
"P001","Internet i comunicacions","WiFi BCN","431018.046","4582726.23","430926.109","4582525.291","2.173783","41.391295","Punt de connexió Barcelona WiFi a la cruïlla del carrer Bruc amb carrer Casp","02","07","Eixample","la Dreta de l'Eixample","C Bruc, 38",""
"P001","Internet i comunicacions","WiFi BCN","431152.232","4581330.595","431060.293","4581129.669","2.175546","41.378736","Punt de connexió Barcelona WiFi a la cruïlla de La Rambla amb la Plaça del Teatre","01","01","Ciutat Vella","el Raval","C la Rambla, 27",""
"P001","Internet i comunicacions","WiFi BCN","430587.59","4582770.451","430495.657","4582569.512","2.168629","41.391656","Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb Diputació","02","07","Eixample","la Dreta de l'Eixample","C Pau Claris, 110",""
"P001","Internet i comunicacions","WiFi BCN","430563.482","4583529.148","430471.55","4583328.202","2.168254","41.398487","Punt de connexió Barcelona WiFi a la cruïlla del carrer Bailén amb l'Avinguda Diagonal","02","07","Eixample","la Dreta de l'Eixample","Av Diagonal, 335",""
"P001","Internet i comunicacions","WiFi BCN","433775.391","4583134.767","433683.429","4582933.823","2.206716","41.395206","Punt de connexió Barcelona WiFi a la cruïlla del carrer Llacuna amb l'Avinguda Litoral","10","68","Sant Martí","el Poblenou","Pg Marítim del Bogatell, 97",""
"P001","Internet i comunicacions","WiFi BCN","429643.468","4582221.314","429551.544","4582020.38","2.157401","41.386628","Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb Aragó","02","08","Eixample","l'Antiga Esquerra de l'Eixample","Av Roma, 151",""
"P001","Internet i comunicacions","WiFi BCN","431270.294","4584350.139","431178.355","4584149.185","2.176615","41.405942","Espai de Gent Gran Sagrada Família","02","06","Eixample","la Sagrada Família","C Mallorca, 425*433","932562831"
"P001","Internet i comunicacions","WiFi BCN","429523.917","4581163.91","429431.993","4580962.986","2.156095","41.377094","Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Floridablanca","02","10","Eixample","Sant Antoni","C Rocafort, 35",""
"P001","Internet i comunicacions","WiFi BCN","432841.377","4581790.641","432749.423","4581589.71","2.195694","41.383023","El Centre de la Platja-Biblioplatja *Platja del Somorrostro","01","03","Ciutat Vella","la Barceloneta","Pg Marítim Barceloneta, 25*29",""
"P001","Internet i comunicacions","WiFi BCN","426771.962","4583875.933","426680.065","4583674.985","2.12286","41.401274","Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb Pg. de la Bonanova","05","23","Sarrià-Sant Gervasi","Sarrià","Via Augusta, 354",""
"P001","Internet i comunicacions","WiFi BCN","431143.229","4583905.827","431051.291","4583704.877","2.175145","41.40193","Punt de connexió Barcelona WiFi a la cruïlla del carrer Sardenya amb carrer València","02","06","Eixample","la Sagrada Família","C Sardenya, 267",""
"P001","Internet i comunicacions","WiFi BCN","431174.374","4588559.346","431082.437","4588358.353","2.174988","41.443845","Casal de Barri Verdun","08","51","Nou Barris","Verdun","C Luz Casanova, 4","933547904"
"P001","Internet i comunicacions","WiFi BCN","429758.222","4582103.25","429666.297","4581902.317","2.158787","41.385575","Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb carrer del Consell de Cent","02","08","Eixample","l'Antiga Esquerra de l'Eixample","C Casanova, 74",""
"P001","Internet i comunicacions","WiFi BCN","430678.357","4587142.302","430586.425","4586941.322","2.169213","41.431039","Espai Jove Les Basses","08","46","Nou Barris","el Turó de la Peira","C Teide, 20","932563600"
"P001","Internet i comunicacions","WiFi BCN","431734.098","4586353.56","431642.156","4586152.587","2.181937","41.424026","Punt de connexió Barcelona WiFi a la cruïlla del carrer Felip II amb Puerto Príncipe","09","62","Sant Andreu","el Congrés i els Indians","C Felip II, 163",""
"P001","Internet i comunicacions","WiFi BCN","428593.988","4583456.363","428502.074","4583255.418","2.144705","41.397659","Punt de connexió Barcelona WiFi a la cruïlla del carrer Muntaner amb carrer Calaf","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Muntaner, 331",""
"P001","Internet i comunicacions","WiFi BCN","429077.124","4581429.264","428985.205","4581228.338","2.150721","41.379445","Punt de connexió Barcelona WiFi a la cruïlla dels carrers Entença amb carrer del Consell de Cent","02","09","Eixample","la Nova Esquerra de l'Eixample","C Entença, 87",""
"P001","Internet i comunicacions","WiFi BCN","430121.403","4583415.836","430029.475","4583214.891","2.162979","41.397428","Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Diagonal amb Roger de Llúria","02","07","Eixample","la Dreta de l'Eixample","Av Diagonal, 363",""
"P001","Internet i comunicacions","WiFi BCN","433992.428","4586195.878","433900.465","4585994.906","2.208978","41.422795","Casal de Barri La Pau","10","73","Sant Martí","la Verneda i la Pau","C Pere Vergés, 1","932 780 535"
"P001","Internet i comunicacions","WiFi BCN","429275.248","4582945.964","429183.327","4582745.023","2.152913","41.393122","Punt de connexió Barcelona WiFi a la cruïlla dels carrers Aribau amb carrer Paris","02","08","Eixample","l'Antiga Esquerra de l'Eixample","C Aribau, 167",""
"P001","Internet i comunicacions","WiFi BCN","434000.499","4584619.604","433908.535","4584418.647","2.209246","41.408598","Punt de connexió Barcelona WiFi a la cruïlla del carrer Selva de Mar amb Avinguda Diagonal","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","C Selva de Mar, 43",""
"P001","Internet i comunicacions","WiFi BCN","433619.349","4586472.893","433527.389","4586271.918","2.204483","41.425259","Centre Esportiu Municipal de La Verneda","10","73","Sant Martí","la Verneda i la Pau","C Binèfar, 10*14","933054959"
"P001","Internet i comunicacions","WiFi BCN","430103.505","4588380.85","430011.578","4588179.859","2.16219","41.442144","Casal de Gent Gran Pau Casals","08","49","Nou Barris","Canyelles","C Juan Ramón Jiménez, 4*6","934281138"
"P001","Internet i comunicacions","WiFi BCN","428181.491","4581753.77","428089.58","4581552.841","2.139973","41.382288","Punt de connexió Barcelona WiFi a la cruïlla del carrer Numància amb carrer Robrenyó","03","18","Sants-Montjuïc","Sants","C Numància, 31",""
"P001","Internet i comunicacions","WiFi BCN","429716.056","4582879.742","429624.131","4582678.802","2.158193","41.392565","Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Provença","02","08","Eixample","l'Antiga Esquerra de l'Eixample","C Balmes, 119",""
"P001","Internet i comunicacions","WiFi BCN","426530.146","4583972.707","426438.251","4583771.758","2.119956","41.402123","Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta 365 amb Institut Químic","05","23","Sarrià-Sant Gervasi","Sarrià","Via Augusta, 365",""
"P001","Internet i comunicacions","WiFi BCN","431625.928","4585434.718","431533.986","4585233.754","2.180747","41.415741","Punt de connexió Barcelona WiFi a la cruïlla del Passeig Maragall amb c. de Sant Antoni Maria Claret","10","64","Sant Martí","el Camp de l'Arpa del Clot","Pg Maragall, 54",""
"P001","Internet i comunicacions","WiFi BCN","429139.308","4583087.654","429047.389","4582886.712","2.151271","41.394386","Punt de connexió Barcelona WiFi a la cruïlla del carrer Aribau amb l'Avinguda Diagonal","02","08","Eixample","l'Antiga Esquerra de l'Eixample","Av Diagonal, 433",""
"P001","Internet i comunicacions","WiFi BCN","429966.82","4582920.46","429874.893","4582719.519","2.161187","41.392953","Punt de connexió Barcelona WiFi a la cruïlla de Rambla de Catalunya amb Mallorca","02","07","Eixample","la Dreta de l'Eixample","Rbla Catalunya, 88",""
"P001","Internet i comunicacions","WiFi BCN","430989.64","4580893.566","430897.703","4580692.644","2.173652","41.374786","Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Paral·lel amb Portal de Santa Madrona","03","11","Sants-Montjuïc","el Poble-sec","Av Paral.lel, 29",""
"P001","Internet i comunicacions","WiFi BCN","430183.651","4582404.534","430091.722","4582203.598","2.16384","41.388325","Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Diputació","02","07","Eixample","la Dreta de l'Eixample","C Balmes, 32",""
"P001","Internet i comunicacions","WiFi BCN","431198.347","4584502.699","431106.409","4584301.743","2.175737","41.40731","Punt de connexió Barcelona WiFi a la cruïlla del carrer Rosselló amb carrer Castillejos","02","06","Eixample","la Sagrada Família","C Rosselló, 479",""
"P001","Internet i comunicacions","WiFi BCN","429470.612","4582749.616","429378.689","4582548.677","2.155273","41.391371","Punt de connexió Barcelona WiFi a la cruïlla del carrer Aribau amb Rosselló","02","08","Eixample","l'Antiga Esquerra de l'Eixample","C Aribau, 125",""
"P001","Internet i comunicacions","WiFi BCN","433726.458","4583370.847","433634.496","4583169.901","2.206105","41.397329","Punt de connexió Barcelona WiFi a la cruïlla de la Rambla de Poblenou amb el Passeig Calvell","10","68","Sant Martí","el Poblenou","Rbla Poblenou, 2",""
"P001","Internet i comunicacions","WiFi BCN","432785.857","4581812.85","432693.904","4581611.919","2.195027","41.383218","El Centre de la Platja","01","03","Ciutat Vella","la Barceloneta","Pg Marítim Barceloneta, 25*29","932210348"
"P001","Internet i comunicacions","WiFi BCN","432636.771","4584971.385","432544.82","4584770.425","2.192893","41.411654","Casal de Gent Gran Joan Casanelles","10","65","Sant Martí","el Clot","C Concili de Trento, 35","933562233"
"P001","Internet i comunicacions","WiFi BCN","428924.938","4581808.871","428833.02","4581607.941","2.148857","41.38285","Punt de connexió Barcelona WiFi a la cruïlla del carrer Rocafort amb l'Avinguda de Roma","02","09","Eixample","la Nova Esquerra de l'Eixample","Av Roma, 70",""
"P001","Internet i comunicacions","WiFi BCN","430858.652","4583429.116","430766.717","4583228.17","2.171796","41.397612","Punt de connexió Barcelona WiFi a la cruïlla del carrer Aragó amb el Passeig de Sant Joan","02","07","Eixample","la Dreta de l'Eixample","Pg Sant Joan, 69",""
"P001","Internet i comunicacions","WiFi BCN","433382.981","4584481.536","433291.023","4584280.58","2.201874","41.407304","Punt de connexió Barcelona WiFi a la cruïlla del carrer Espronceda amb Avinguda Diagonal","10","68","Sant Martí","el Poblenou","Av Diagonal, 119",""
"P001","Internet i comunicacions","WiFi BCN","431887.625","4582267.864","431795.68","4582066.929","2.184234","41.387241","Museu de Ciències Naturals de Barcelona - Museu Martorell","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Pg Picasso, 9*11",""
"P001","Internet i comunicacions","WiFi BCN","431603.365","4582042.114","431511.422","4581841.181","2.18086","41.385183","Museu Picasso","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Montcada, 15*23","932563000"
"P001","Internet i comunicacions","WiFi BCN","431483.734","4583173.94","431391.793","4582972.997","2.179302","41.395367","Punt de connexió Barcelona WiFi a la cruïlla del carrer Nàpols amb carrer Casp","02","05","Eixample","el Fort Pienc","C Nàpols, 123",""
"P001","Internet i comunicacions","WiFi BCN","431104.063","4583403.672","431012.126","4583202.727","2.174734","41.397404","Casal de Gent Gran Carlit","02","07","Eixample","la Dreta de l'Eixample","C Roger de Flor, 162","932324967"
"P001","Internet i comunicacions","WiFi BCN","428681.582","4580684.283","428589.666","4580483.364","2.146079","41.3727","Punt de connexió Barcelona WiFi a la cruïlla del carrer Sant Roc amb la Gran Via Corts Catalanes","03","14","Sants-Montjuïc","la Font de la Guatlla","G.V. Corts Catalanes, 304",""
"P001","Internet i comunicacions","WiFi BCN","429171.918","4581523.706","429079.998","4581322.779","2.151844","41.380304","Punt de connexió Barcelona WiFi a la cruïlla dels carrer Rocafort amb carrer Consell de Cent","02","09","Eixample","la Nova Esquerra de l'Eixample","C Rocafort, 125",""
"P001","Internet i comunicacions","WiFi BCN","430034.954","4582554.34","429943.026","4582353.403","2.162045","41.389662","Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Aragó","02","08","Eixample","l'Antiga Esquerra de l'Eixample","C Balmes, 59",""
"P001","Internet i comunicacions","WiFi BCN","433193.293","4589018.272","433101.338","4588817.274","2.199103","41.448149","Sala Jove de Baró de Viver","09","58","Sant Andreu","Baró de Viver","Pg Santa Coloma, 104","933485077"
"P001","Internet i comunicacions","WiFi BCN","430872.091","4583148.538","430780.156","4582947.595","2.171989","41.395086","Jardins de Sofia Barat","02","07","Eixample","la Dreta de l'Eixample","C Girona, 64",""
"P001","Internet i comunicacions","WiFi BCN","432304.162","4580679.04","432212.213","4580478.12","2.189394","41.372966","Platja de Sant Sebastià","01","03","Ciutat Vella","la Barceloneta","Pg Marítim Barceloneta, 2",""
"P001","Internet i comunicacions","WiFi BCN","430043.098","4581589.706","429951.17","4581388.778","2.162254","41.380974","Punt de connexió Barcelona WiFi a la cruïlla dels carrers Villarroel amb Floridablanca","02","10","Eixample","Sant Antoni","C Villarroel, 17",""
"P001","Internet i comunicacions","WiFi BCN","428464.956","4583925.243","428373.043","4583724.294","2.143106","41.40187","Institut Montserrat","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Copèrnic, 84","932004913"
"P001","Internet i comunicacions","WiFi BCN","433047.121","4584228.625","432955.166","4584027.671","2.197884","41.404998","Punt de connexió Barcelona WiFi a la cruïlla del carrer Castella amb Passatge Burrull","10","68","Sant Martí","el Poblenou","C Castella, 13",""
"P001","Internet i comunicacions","WiFi BCN","427817.751","4584319.659","427725.844","4584118.706","2.135317","41.405365","Jardins de Vil·la Florida","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","C Muntaner, 548","010"
"P001","Internet i comunicacions","WiFi BCN","430434.26","4583323.088","430342.329","4583122.144","2.166732","41.39662","Punt de connexió Barcelona WiFi a la cruïlla del carrer Bruc amb carrer Mallorca","02","07","Eixample","la Dreta de l'Eixample","C Bruc, 128",""
"P001","Internet i comunicacions","WiFi BCN","432473.283","4586664.343","432381.334","4586463.367","2.190747","41.426888","Parc de la Pegaso","09","61","Sant Andreu","la Sagrera","C Sagrera, 179","010"
"P001","Internet i comunicacions","WiFi BCN","434414.117","4584807.683","434322.149","4584606.724","2.214174","41.410326","Punt de connexió Barcelona WiFi a la cruïlla del carrer Josep Pla amb Avinguda Diagonal","10","70","Sant Martí","el Besòs i el Maresme","C Josep Pla, 34",""
"P001","Internet i comunicacions","WiFi BCN","431638.931","4585294.449","431546.989","4585093.486","2.180918","41.414479","Punt de connexió Barcelona WiFi a la cruïlla del Passeig Maragall amb Indústria","10","64","Sant Martí","el Camp de l'Arpa del Clot","Pg Maragall, 20",""
"P001","Internet i comunicacions","WiFi BCN","430485.1","4582835.997","430393.168","4582635.057","2.167396","41.392238","Punt de connexió Barcelona WiFi a la cruïlla del carrer del Consell de Cent amb Pau Claris","02","07","Eixample","la Dreta de l'Eixample","C Consell de Cent, 326",""
"P001","Internet i comunicacions","WiFi BCN","430776.391","4583684.134","430684.457","4583483.186","2.170783","41.399902","Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb carrer de Roger de Flor","02","07","Eixample","la Dreta de l'Eixample","C Mallorca, 342",""
"P001","Internet i comunicacions","WiFi BCN","430766.091","4582735.125","430674.156","4582534.186","2.170768","41.391353","Punt de connexió Barcelona WiFi a la cruïlla del c. Roger de Llúria amb G. V. de les Corts Catalanes","02","07","Eixample","la Dreta de l'Eixample","G.V. Corts Catalanes, 633",""
"P001","Internet i comunicacions","WiFi BCN","431474.772","4586668.616","431382.832","4586467.64","2.178798","41.426841","Punt de connexió Barcelona WiFi al carrer Felip II, 212","09","62","Sant Andreu","el Congrés i els Indians","C Felip II, 212",""
"P001","Internet i comunicacions","WiFi BCN","429626.765","4581439.92","429534.841","4581238.993","2.157292","41.379589","Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb Sepúlveda","02","10","Eixample","Sant Antoni","C Viladomat, 101",""
"P001","Internet i comunicacions","WiFi BCN","429911.702","4581723.922","429819.775","4581522.993","2.160667","41.382172","Punt de connexió Barcelona WiFi a la cruïlla dels carrers Sepúlveda amb Villarroel","02","10","Eixample","Sant Antoni","C Villarroel, 39",""
"P001","Internet i comunicacions","WiFi BCN","431881.044","4581916.868","431789.099","4581715.936","2.184195","41.384079","Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Marquès d'Argentera amb Pescateria","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Pescateria, 9",""
"P001","Internet i comunicacions","WiFi BCN","429277.971","4584080.619","429186.051","4583879.668","2.152813","41.403342","Espai Jove La Fontana-Punt InfoJOVE Gràcia","06","31","Gràcia","la Vila de Gràcia","C Gran de Gràcia, 190*192","933681005"
"P001","Internet i comunicacions","WiFi BCN","428367.042","4580988.102","428275.129","4580787.18","2.142282","41.375408","Punt de connexió Barcelona WiFi a la cruïlla del carrer Creu Coberta 104  amb Moianés","03","15","Sants-Montjuïc","Hostafrancs","C Creu Coberta, 104",""
"P001","Internet i comunicacions","WiFi BCN","428697.614","4587021.821","428605.7","4586820.843","2.145523","41.429781","Centre Municipal Tennis Vall Hebron","07","41","Horta-Guinardó","la Vall d'Hebron","Pg Vall d'Hebron, 178*196","934276500"
"P001","Internet i comunicacions","WiFi BCN","430620.63","4583207.001","430528.697","4583006.058","2.168974","41.395591","Mercat de La Concepció","02","07","Eixample","la Dreta de l'Eixample","C Aragó, 311*LB","934132314"
"P001","Internet i comunicacions","WiFi BCN","426916.416","4583934.966","426824.517","4583734.017","2.124581","41.401819","Punt de connexió Barcelona WiFi a la cruïlla del Pg. de la Bonanova amb carrer d'Anglí","05","23","Sarrià-Sant Gervasi","Sarrià","Pg Bonanova, 86",""
"P001","Internet i comunicacions","WiFi BCN","430952.474","4583106.027","430860.538","4582905.084","2.172955","41.39471","Punt de connexió Barcelona WiFi a la cruïlla del carrer Diputació amb carrer Bailèn","02","07","Eixample","la Dreta de l'Eixample","C Diputació, 324",""
"P001","Internet i comunicacions","WiFi BCN","429100.393","4581323.167","429008.473","4581122.242","2.151012","41.378491","Centre Esportiu Municipal Joan Miró","02","09","Eixample","la Nova Esquerra de l'Eixample","C Diputació, 17*19","934234350"
"P001","Internet i comunicacions","WiFi BCN","431057.732","4586954.523","430965.796","4586753.545","2.173775","41.429381","Pavelló Poliesportiu Municipal Virrei Amat - Ramon Aldrufeu","08","44","Nou Barris","Vilapicina i la Torre Llobeta","C Joan Alcover, 6","933570925"
"P001","Internet i comunicacions","WiFi BCN","431093.432","4584355.23","431001.495","4584154.276","2.174499","41.405973","Punt de connexió Barcelona WiFi a la cruïlla del carrer Lepant amb l'Avinguda Gaudí","02","06","Eixample","la Sagrada Família","Av Gaudí, 22",""
"P001","Internet i comunicacions","WiFi BCN","433178.89","4583730.098","433086.933","4583529.149","2.199516","41.400519","Punt de connexió Barcelona WiFi a la cruïlla del carrer Llacuna amb el carrer Pujades","10","68","Sant Martí","el Poblenou","C Llacuna, 59",""
"P001","Internet i comunicacions","WiFi BCN","427074.783","4583526.03","426982.883","4583325.085","2.126525","41.39815","Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb carrer Demestre","05","24","Sarrià-Sant Gervasi","les Tres Torres","Via Augusta, 316",""
"P001","Internet i comunicacions","WiFi BCN","429008.143","4582496.598","428916.225","4582295.662","2.149771","41.389052","Punt de connexió Barcelona WiFi a la cruïlla del carrer del Comte d'Urgell amb Còrsega","02","08","Eixample","l'Antiga Esquerra de l'Eixample","C Comte d'Urgell, 222",""
"P001","Internet i comunicacions","WiFi BCN","431187.044","4581946.297","431095.105","4581745.365","2.175893","41.384285","Arxiu Històric de la Ciutat de Barcelona","01","02","Ciutat Vella","el Barri Gòtic","C Santa Llúcia, 1","932562255"
"P001","Internet i comunicacions","WiFi BCN","431385.07","4583888.285","431293.13","4583687.335","2.17804","41.401792","Punt de connexió Barcelona WiFi a la cruïlla del carrer Marina amb Aragó","02","06","Eixample","la Sagrada Família","C Aragó, 435",""
"P001","Internet i comunicacions","WiFi BCN","428747.652","4585853.646","428655.737","4585652.679","2.14626","41.419264","Parc de la Creueta del Coll","06","29","Gràcia","el Coll","Pg Mare de Déu del Coll, 77","010"
